Checkpoint number,Checkpoint fraction,Ground checkpoint,Contact checkpoint,X,Y,Z
1,0.64162326,1,1,3.66411,0.882,-47.9852
1,0.7774961,1,1,3.34701,0.87926,-51.95679
1,0.91394168,1,1,3.05245,0.87656,-55.94513
2,0.0848738,2,1,2.77172,0.87389,-59.94917
2,0.31404126,2,2,2.49933,0.87142,-63.96834
2,0.54404199,2,2,2.23185,0.86911,-68.00213
2,0.7748512,2,2,1.96714,0.86707,-72.05009
3,0.00967203,3,2,1.70386,0.86542,-76.11183
3,0.35833675,3,3,1.44116,0.86409,-80.18697
3,0.70811629,3,3,1.17853,0.86317,-84.27518
4,0.11806866,4,3,0.91566,0.86279,-88.3761
4,0.8223303,4,4,0.65236,0.86317,-92.48943
5,0.13231522,5,4,0.38851,0.86675,-96.61484
5,0.30916587,5,5,0.12404,0.87748,-100.75201
5,0.48598835,5,5,-0.14107,0.89883,-104.90064
5,0.6627723,5,5,-0.40684,0.9335,-109.06039
5,0.83950853,5,5,-0.67311,0.98282,-113.23092
6,0.01296262,6,5,-0.93721,1.04734,-117.41206
6,0.15403815,6,6,-1.19195,1.12662,-121.60392
6,0.29473829,6,6,-1.40831,1.21974,-125.80654
6,0.43529788,6,6,-1.5797,1.326,-130.02417
6,0.57574499,6,6,-1.66537,1.4438,-134.24953
6,0.71624339,6,6,-1.60789,1.5721,-138.47409
6,0.85761946,6,6,-1.33925,1.71094,-142.70378
7,0.00046447,7,6,-0.81488,1.86066,-146.93768
7,0.14492378,7,7,-0.01496,2.02188,-151.17348
7,0.29086402,7,7,1.0656,2.19539,-155.39859
7,0.43822205,7,7,2.42654,2.38133,-159.59758
7,0.58691156,7,7,4.06537,2.58012,-163.75429
7,0.7368452,7,7,5.97852,2.79154,-167.8526
7,0.88794523,7,7,8.1616,3.01516,-171.8766
8,0.04007449,8,7,10.60961,3.25029,-175.81068
8,0.19267941,8,8,13.3169,3.49641,-179.63951
8,0.34564492,8,8,16.27721,3.75254,-183.34807
8,0.49889198,8,8,19.48367,4.01809,-186.92168
8,0.65234029,8,8,22.92874,4.2925,-190.34596
8,0.80590707,8,8,26.60428,4.57512,-193.60692
8,0.95950484,8,8,30.5015,4.8652,-196.69093
9,0.11272647,9,8,34.61098,5.16191,-199.58482
9,0.26516482,9,9,38.92264,5.46478,-202.27579
9,0.42184919,9,9,43.42989,5.7824,-204.90544
9,0.58209997,9,9,47.91286,6.11297,-207.54953
9,0.74661154,9,9,52.35161,6.45881,-210.23758
,,,,,,
,,,,,,
