Checkpoint number,Checkpoint fraction,CP number branch 1,CP fraction branch 1,CP number branch 2,CP fraction branch 2,Ground checkpoint,Contact checkpoint,Lap index,Lap distance,X,Y,Z,Notes
0,0.8559975,2,0.01019789,3,0.43651477,22,22,0,855.9975,1019.85773,107.18698,-855.9975,
0,0.85076046,2,0.01019789,3,0.43651477,22,22,0,850.76044,1025.7157,108.54695,-850.7605,
0,0.84515941,2,0.01019789,3,0.43651477,22,22,0,845.15942,1031.25427,109.97347,-845.15942,
0,0.83921307,2,0.01019789,3,0.43651477,22,22,0,839.21307,1036.44897,111.46305,-839.21307,
0,0.83294266,2,0.01019789,3,0.43651477,22,22,0,832.94269,1041.27649,113.0126,-832.94269,
0,0.82637143,2,0.01019789,3,0.43651477,22,22,0,826.37146,1045.71472,114.61924,-826.37146,
0,0.81952339,2,0.01019789,3,0.43651477,22,22,0,819.52338,1049.7428,116.28014,-819.52344,
0,0.81242472,2,0.01019789,3,0.43651477,22,22,0,812.42474,1053.3418,117.9926,-812.42474,
0,0.80510294,2,0.01019789,3,0.43651477,22,22,0,805.10297,1056.49426,119.75415,-805.10297,
0,0.79748362,2,0.01019789,3,0.43651477,22,22,0,797.48364,1059.24133,121.43575,-797.48364,
0,0.78966945,2,0.01019789,3,0.43651477,22,22,0,789.66943,1061.87634,122.77735,-789.66949,
0,0.78201675,2,0.01019789,3,0.43651477,22,22,0,782.01672,1064.85352,123.60823,-782.01678,
0,0.77473909,2,0.01019789,3,0.43651477,22,22,0,774.73907,1068.37427,123.95251,-774.73914,
0,0.76787132,2,0.01019789,3,0.43651477,22,22,0,767.87134,1072.43335,123.88683,-767.87134,
0,0.76175225,2,0.01019789,3,0.43651477,22,22,0,761.75226,1077.18604,123.61489,-761.75226,
0,0.75630456,2,0.01019789,3,0.43651477,22,22,0,756.30457,1082.63464,123.08183,-756.30457,
0,0.75139058,2,0.01019789,3,0.43651477,22,22,0,751.39056,1088.62622,122.31496,-751.39056,
0,0.74692863,2,0.01019789,3,0.43651477,22,22,0,746.92865,1094.97559,121.42439,-746.92865,
0,0.74288464,2,0.01019789,3,0.43651477,22,22,0,742.88464,1101.55969,120.50238,-742.88464,
0,0.73925829,2,0.01019789,3,0.43651477,22,22,0,739.2583,1108.32166,119.60558,-739.2583,
0,0.73606282,2,0.01019789,3,0.43651477,22,22,0,736.06281,1115.23743,118.76945,-736.06287,
0,0.73331428,2,0.01019789,3,0.43651477,22,22,0,733.31427,1122.2981,118.01401,-733.31427,
0,0.73102307,2,0.01019789,3,0.43651477,22,22,0,731.02307,1129.49219,117.35323,-731.02307,
0,0.72919434,2,0.01019789,3,0.43651477,22,22,0,729.19434,1136.80225,116.79835,-729.19434,
0,0.72783011,2,0.01019789,3,0.43651477,22,22,0,727.83014,1144.20813,116.35715,-727.83014,
0,0.72693062,2,0.01019789,3,0.43651477,22,22,0,726.9306,1151.68762,116.03479,-726.93066,
0,0.72649497,2,0.01019789,3,0.43651477,22,22,0,726.495,1159.21753,115.8338,-726.495,
0,0.72652167,2,0.01019789,3,0.43651477,22,22,0,726.52167,1166.7738,115.75502,-726.52167,
0,0.727009,2,0.01019789,3,0.43651477,22,22,0,727.00897,1174.33203,115.79777,-727.00903,
0,0.72795475,2,0.01019789,3,0.43651477,22,22,0,727.95477,1181.86743,115.96011,-727.95477,
0,0.72935629,2,0.01019789,3,0.43651477,22,22,0,729.35626,1189.35474,116.23946,-729.35632,
0,0.73121047,2,0.01019789,3,0.43651477,22,22,0,731.21045,1196.7688,116.63206,-731.21051,
0,0.73351294,2,0.01019789,3,0.43651477,22,22,0,733.51294,1204.08374,117.13377,-733.51294,
0,0.73625809,2,0.01019789,3,0.43651477,22,22,0,736.25812,1211.27307,117.74065,-736.25812,
0,0.73943949,2,0.01019789,3,0.43651477,22,22,0,739.43951,1218.31018,118.44865,-739.43951,
0,0.7430498,2,0.01019789,3,0.43651477,22,22,0,743.0498,1225.16858,119.25327,-743.0498,
0,0.74707931,2,0.01019789,3,0.43651477,22,22,0,747.07928,1231.82141,120.15025,-747.07935,
0,0.75151712,2,0.01019789,3,0.43651477,22,22,0,751.51709,1238.24219,121.13544,-751.51715,
0,0.75635087,2,0.01019789,3,0.43651477,22,22,0,756.35089,1244.40454,122.2045,-756.35089,
0,0.76156545,2,0.01019789,3,0.43651477,22,22,0,761.56543,1250.28247,123.35369,-761.56549,
0,0.76714504,2,0.01019789,3,0.43651477,22,22,0,767.14502,1255.85071,124.57903,-767.14508,
0,0.77307123,2,0.01019789,3,0.43651477,22,22,0,773.07123,1261.08484,125.87678,-773.07123,
0,0.77932346,2,0.01019789,3,0.43651477,22,22,0,779.32349,1265.96106,127.24374,-779.32349,
0,0.78588027,2,0.01019789,3,0.43651477,22,22,0,785.88025,1270.45691,128.67671,-785.88031,
0,0.79271853,2,0.01019789,3,0.43651477,22,22,0,792.71851,1274.55103,130.17262,-792.71857,
0,0.79981297,2,0.01019789,3,0.43651477,22,22,0,799.81299,1278.22375,131.72845,-799.81299,
0,0.80713665,2,0.01019789,3,0.43651477,22,22,0,807.13666,1281.45728,133.34135,-807.13666,
0,0.81460917,2,0.01019789,3,0.43651477,22,22,0,814.60919,1284.67639,134.5383,-814.60919,
0,0.82206178,2,0.01019789,3,0.43651477,22,22,0,822.06177,1287.83301,135.50313,-822.06177,
0,0.82942832,2,0.01019789,3,0.43651477,22,22,0,829.42834,1291.16431,136.05147,-829.42834,
0,0.83674455,2,0.01019789,3,0.43651477,22,22,0,836.74457,1294.54541,136.30103,-836.74457,
0,0.84386623,2,0.01019789,3,0.43651477,22,22,0,843.86621,1298.17175,136.21518,-843.86621,
0,0.85065728,2,0.01019789,3,0.43651477,22,22,0,850.65729,1302.21826,135.80029,-850.65729,
0,0.85697204,2,0.01019789,3,0.43651477,22,22,0,856.97205,1306.80566,135.13019,-856.97205,
0,0.86284423,2,0.01019789,3,0.43651477,22,22,0,862.84424,1311.91626,134.21268,-862.84424,
0,0.86832196,2,0.01019789,3,0.43651477,22,22,0,868.32196,1317.44177,133.11237,-868.32196,
0,0.87342006,2,0.01019789,3,0.43651477,22,22,0,873.42004,1323.27612,131.9203,-873.42004,
0,0.87813205,2,0.01019789,3,0.43651477,22,22,0,878.13202,1329.35986,130.70305,-878.13208,
0,0.88244057,2,0.01019789,3,0.43651477,22,22,0,882.44055,1335.66736,129.50485,-882.44055,
0,0.88632649,2,0.01019789,3,0.43651477,22,22,0,886.32648,1342.18188,128.3607,-886.32648,
0,0.88977277,2,0.01019789,3,0.43651477,22,22,0,889.77277,1348.89319,127.29548,-889.77277,
0,0.89276701,2,0.01019789,3,0.43651477,22,22,0,892.76703,1355.79077,126.3262,-892.76703,
0,0.89530253,2,0.01019789,3,0.43651477,22,22,0,895.30255,1362.85791,125.46609,-895.30255,
0,0.89737642,2,0.01019789,3,0.43651477,22,22,0,897.3764,1370.07373,124.7252,-897.3764,
0,0.89898771,2,0.01019789,3,0.43651477,22,22,0,898.98773,1377.41516,124.10984,-898.98773,
0,0.90013707,2,0.01019789,3,0.43651477,22,22,0,900.13708,1384.85791,123.62379,-900.13708,
0,0.9008252,2,0.01019789,3,0.43651477,22,22,0,900.8252,1392.37671,123.2691,-900.8252,
0,0.90105271,2,0.01019789,3,0.43651477,22,22,0,901.05273,1399.9469,123.04541,-901.05273,
0,0.90082079,2,0.01019789,3,0.43651477,22,22,0,900.8208,1407.54321,122.95095,-900.8208,
0,0.90013105,2,0.01019789,3,0.43651477,22,22,0,900.13104,1415.13989,122.98327,-900.13104,
0,0.89898497,2,0.01019789,3,0.43651477,22,22,0,898.98499,1422.7113,123.13889,-898.98499,
0,0.89738506,2,0.01019789,3,0.43651477,22,22,0,897.38507,1430.23157,123.41375,-897.38507,
0,0.8953343,2,0.01019789,3,0.43651477,22,22,0,895.33429,1437.67468,123.80317,-895.33429,
0,0.89283699,2,0.01019789,3,0.43651477,22,22,0,892.83698,1445.01379,124.30251,-892.83698,
0,0.88989866,2,0.01019789,3,0.43651477,22,22,0,889.89868,1452.22192,124.90739,-889.89868,
0,0.88652545,2,0.01019789,3,0.43651477,22,22,0,886.52545,1459.27197,125.6133,-886.52545,
0,0.88272512,2,0.01019789,3,0.43651477,22,22,0,882.7251,1466.13672,126.4159,-882.7251,
0,0.8785072,2,0.01019789,3,0.43651477,22,22,0,878.5072,1472.7887,127.31106,-878.5072,
0,0.87388283,2,0.01019789,3,0.43651477,22,22,0,873.88281,1479.20081,128.29465,-873.88281,
0,0.86886507,2,0.01019789,3,0.43651477,22,22,0,868.86505,1485.34644,129.36266,-868.86505,
0,0.86346847,2,0.01019789,3,0.43651477,22,22,0,863.46844,1491.19934,130.51115,-863.46851,
0,0.85770971,2,0.01019789,3,0.43651477,22,22,0,857.70972,1496.73413,131.73604,-857.70972,
0,0.85160792,2,0.01019789,3,0.43651477,22,22,0,851.60791,1501.92603,133.03387,-851.60791,
0,0.84518409,2,0.01019789,3,0.43651477,22,22,0,845.18408,1506.75159,134.40138,-845.18408,
0,0.83846021,2,0.01019789,3,0.43651477,22,22,0,838.46021,1511.18811,135.83537,-838.46021,
0,0.83146036,2,0.01019789,3,0.43651477,22,22,0,831.46033,1515.21484,137.33272,-831.46039,
0,0.82420975,2,0.01019789,3,0.43651477,22,22,0,824.20978,1518.81213,138.89034,-824.20978,
0,0.81673622,2,0.01019789,3,0.43651477,22,22,0,816.73621,1521.9624,140.50554,-816.73621,
0,0.80906785,2,0.01019789,3,0.43651477,22,22,0,809.06787,1524.64978,142.1754,-809.06787,
0,0.8012349,2,0.01019789,3,0.43651477,22,22,0,801.23492,1526.86035,143.89755,-801.23492,
0,0.79326779,2,0.01019789,3,0.43651477,22,22,0,793.26776,1528.58203,145.66936,-793.26776,
0,0.78514123,2,0.01019789,3,0.43651477,22,22,0,785.14124,1530.10815,147.1423,-785.14124,
0,0.77712327,2,0.01019789,3,0.43651477,22,22,0,777.12329,1531.87756,148.16789,-777.12329,
0,0.76909912,2,0.01019789,3,0.43651477,22,22,0,769.09912,1533.71436,148.80875,-769.09912,
0,0.76113087,2,0.01019789,3,0.43651477,22,22,0,761.13086,1535.65747,149.12454,-761.13086,
0,0.75325829,2,0.01019789,3,0.43651477,22,22,0,753.2583,1537.80701,149.11644,-753.2583,
0,0.74587709,2,0.01019789,3,0.43651477,22,22,0,745.87708,1540.72266,148.89027,-745.87708,
0,0.73882318,2,0.01019789,3,0.43651477,22,22,0,738.82318,1544.37769,148.30711,-738.82318,
0,0.7320565,2,0.01019789,3,0.43651477,22,22,0,732.05652,1548.60095,147.45535,-732.05652,
0,0.7255832,2,0.01019789,3,0.43651477,22,22,0,725.58319,1553.23059,146.46428,-725.58319,
0,0.71942329,2,0.01019789,3,0.43651477,22,22,0,719.42328,1558.18335,145.42188,-719.42328,
0,0.71360165,2,0.01019789,3,0.43651477,22,22,0,713.60162,1563.43201,144.38048,-713.60162,
0,0.70814294,2,0.01019789,3,0.43651477,22,22,0,708.14294,1568.96802,143.3766,-708.14294,
0,0.70306826,2,0.01019789,3,0.43651477,22,22,0,703.06824,1574.7854,142.43834,-703.06824,
0,0.69839442,2,0.01019789,3,0.43651477,22,22,0,698.39441,1580.87988,141.58473,-698.39441,
0,0.69413352,2,0.01019789,3,0.43651477,22,22,0,694.13354,1587.24072,140.83014,-694.13354,
0,0.69029427,2,0.01019789,3,0.43651477,22,22,0,690.29425,1593.85083,140.18544,-690.29425,
0,0.68688321,2,0.01019789,3,0.43651477,22,22,0,686.88324,1600.68909,139.65904,-686.88324,
0,0.68390626,2,0.01019789,3,0.43651477,22,22,0,683.90625,1607.73279,139.25606,-683.90625,
0,0.68136829,2,0.01019789,3,0.43651477,22,22,0,681.36829,1614.95789,138.97935,-681.36829,
0,0.67927414,2,0.01019789,3,0.43651477,22,22,0,679.27417,1622.34021,138.82954,-679.27417,
0,0.67762846,2,0.01019789,3,0.43651477,22,22,0,677.62848,1629.85498,138.8058,-677.62848,
0,0.67643541,2,0.01019789,3,0.43651477,22,22,0,676.43542,1637.47693,138.90602,-676.43542,
0,0.67569911,2,0.01019789,3,0.43651477,22,22,0,675.6991,1645.18066,139.1272,-675.6991,
0,0.67542291,2,0.01019789,3,0.43651477,22,22,0,675.42291,1652.93994,139.46591,-675.42291,
0,0.67561013,2,0.01019789,3,0.43651477,22,22,0,675.61011,1660.72864,139.918,-675.61011,
0,0.67626262,2,0.01019789,3,0.43651477,22,22,0,676.26263,1668.51978,140.47908,-676.26263,
0,0.67738116,2,0.01019789,3,0.43651477,22,22,0,677.38116,1676.28552,141.14464,-677.38116,
0,0.67896551,2,0.01019789,3,0.43651477,22,22,0,678.96552,1683.99792,141.91031,-678.96552,
0,0.681014,2,0.01019789,3,0.43651477,22,22,0,681.01398,1691.62842,142.77162,-681.01398,
0,0.6835233,2,0.01019789,3,0.43651477,22,22,0,683.52332,1699.14832,143.7242,-683.52332,
0,0.68648863,2,0.01019789,3,0.43651477,22,22,0,686.48865,1706.52844,144.76389,-686.48865,
0,0.68990302,2,0.01019789,3,0.43651477,22,22,0,689.90302,1713.7395,145.88667,-689.90302,
0,0.69375789,2,0.01019789,3,0.43651477,22,22,0,693.75787,1720.75244,147.08871,-693.75787,
0,0.69804245,2,0.01019789,3,0.43651477,22,22,0,698.04248,1727.53845,148.36636,-698.04248,
0,0.7027446,2,0.01019789,3,0.43651477,22,22,0,702.74463,1734.06909,149.71588,-702.74463,
0,0.70784938,2,0.01019789,3,0.43651477,22,22,0,707.84937,1740.31653,151.13396,-707.84937,
0,0.71334028,2,0.01019789,3,0.43651477,22,22,0,713.34027,1746.25366,152.61729,-713.34027,
0,0.71919829,2,0.01019789,3,0.43651477,22,22,0,719.1983,1751.85425,154.16281,-719.1983,
0,0.72540259,2,0.01019789,3,0.43651477,22,22,0,725.40259,1757.09351,155.76755,-725.40259,
0,0.73193055,2,0.01019789,3,0.43651477,22,22,0,731.93054,1761.94763,157.4288,-731.93054,
0,0.73875821,2,0.01019789,3,0.43651477,22,22,0,738.75818,1766.39478,159.14354,-738.75818,
0,0.74585915,2,0.01019789,3,0.43651477,22,22,0,745.85913,1770.41431,160.90938,-745.85913,
0,0.75320637,2,0.01019789,3,0.43651477,22,22,0,753.20636,1773.98743,162.72365,-753.20636,
0,0.76077038,2,0.01019789,3,0.43651477,22,22,0,760.77039,1777.09753,164.58409,-760.77039,
0,0.76861906,2,0.01019789,3,0.43651477,22,22,0,768.61908,1779.81177,166.33636,-768.61908,
0,0.77654177,2,0.01019789,3,0.43651477,22,22,0,776.54175,1782.67322,167.55273,-776.54175,
0,0.78392202,2,0.01019789,3,0.43651477,22,22,0,783.922,1786.19238,168.26926,-783.922,
0,0.79076469,2,0.01019789,3,0.43651477,22,22,0,790.76471,1790.48792,168.43457,-790.76471,
0,0.79703873,2,0.01019789,3,0.43651477,22,22,0,797.03876,1795.53845,168.15237,-797.03876,
0,0.80287522,2,0.01019789,3,0.43651477,22,22,0,802.87524,1801.17737,167.48755,-802.87524,
0,0.80832922,2,0.01019789,3,0.43651477,22,22,0,808.32922,1807.20239,166.59941,-808.32922,
0,0.81341225,2,0.01019789,3,0.43651477,22,22,0,813.41223,1813.48633,165.61096,-813.41223,
0,0.81810987,2,0.01019789,3,0.43651477,22,22,0,818.10986,1819.97778,164.59331,-818.10986,
0,0.82239795,2,0.01019789,3,0.43651477,22,22,0,822.39795,1826.66223,163.58794,-822.39795,
0,0.82625353,2,0.01019789,3,0.43651477,22,22,0,826.25354,1833.52966,162.62785,-826.25354,
0,0.82965809,2,0.01019789,3,0.43651477,22,22,0,829.65808,1840.57092,161.73851,-829.65808,
0,0.83259773,2,0.01019789,3,0.43651477,22,22,0,832.59772,1847.77673,160.93758,-832.59772,
0,0.83506483,2,0.01019789,3,0.43651477,22,22,0,835.06482,1855.13184,160.23892,-835.06482,
0,0.83705586,2,0.01019789,3,0.43651477,22,22,0,837.05585,1862.6167,159.65302,-837.05585,
0,0.83857018,2,0.01019789,3,0.43651477,22,22,0,838.57019,1870.20874,159.18719,-838.57019,
0,0.83960855,2,0.01019789,3,0.43651477,22,22,0,839.60852,1877.88367,158.84637,-839.60852,
0,0.84017169,2,0.01019789,3,0.43651477,22,22,0,840.17169,1885.61731,158.63269,-840.17169,
0,0.8402614,2,0.01019789,3,0.43651477,22,22,0,840.26141,1893.38452,158.54666,-840.26141,
0,0.83987939,2,0.01019789,3,0.43651477,22,22,0,839.87939,1901.15991,158.58702,-839.87939,
0,0.83902794,2,0.01019789,3,0.43651477,22,22,0,839.02795,1908.91809,158.75124,-839.02795,
0,0.83771008,2,0.01019789,3,0.43651477,22,22,0,837.71008,1916.63269,159.03633,-837.71008,
0,0.83592898,2,0.01019789,3,0.43651477,22,22,0,835.92896,1924.27747,159.43854,-835.92896,
0,0.83368856,2,0.01019789,3,0.43651477,22,22,0,833.68854,1931.82605,159.95352,-833.68854,
0,0.83099449,2,0.01019789,3,0.43651477,22,22,0,830.99451,1939.25134,160.57687,-830.99451,
0,0.82785344,2,0.01019789,3,0.43651477,22,22,0,827.85345,1946.52612,161.30415,-827.85345,
0,0.82427251,2,0.01019789,3,0.43651477,22,22,0,824.27252,1953.62341,162.13057,-824.27252,
0,0.82026142,2,0.01019789,3,0.43651477,22,22,0,820.26141,1960.51575,163.05161,-820.26141,
0,0.8158316,2,0.01019789,3,0.43651477,22,22,0,815.8316,1967.1759,164.0629,-815.8316,
0,0.81099534,2,0.01019789,3,0.43651477,22,22,0,810.99536,1973.57703,165.1601,-810.9953,
0,0.80576748,2,0.01019789,3,0.43651477,22,22,0,805.76746,1979.69226,166.33939,-805.76746,
0,0.80016392,2,0.01019789,3,0.43651477,22,22,0,800.16394,1985.49609,167.59648,-800.16394,
0,0.79420316,2,0.01019789,3,0.43651477,22,22,0,794.20319,1990.96326,168.92764,-794.20313,
0,0.78790557,2,0.01019789,3,0.43651477,22,22,0,787.90558,1996.06946,170.32951,-787.90558,
0,0.78129297,2,0.01019789,3,0.43651477,22,22,0,781.29297,2000.79163,171.79872,-781.29297,
0,0.77438861,2,0.01019789,3,0.43651477,22,22,0,774.38861,2005.10791,173.33194,-774.38861,
0,0.76721817,2,0.01019789,3,0.43651477,22,22,0,767.2182,2008.99829,174.92598,-767.21814,
0,0.75980866,2,0.01019789,3,0.43651477,22,22,0,759.80865,2012.44434,176.57796,-759.80865,
0,0.7521885,2,0.01019789,3,0.43651477,22,22,0,752.18848,2015.4292,178.28511,-752.18848,
0,0.74438721,2,0.01019789,3,0.43651477,22,22,0,744.38721,2017.93799,180.0448,-744.38721,
0,0.73643517,2,0.01019789,3,0.43651477,22,22,0,736.43518,2019.95801,181.85417,-736.43518,
0,0.72836423,2,0.01019789,3,0.43651477,22,22,0,728.36426,2021.47864,183.71056,-728.3642,
0,0.72020739,2,0.01019789,3,0.43651477,22,22,0,720.2074,2022.49182,185.61168,-720.2074,
0,0.71196622,2,0.01019789,3,0.43651477,22,22,0,711.96619,2023.05493,187.46776,-711.96619,
0,0.70364136,2,0.01019789,3,0.43651477,22,22,0,703.64136,2023.53076,188.95464,-703.64136,
0,0.69538414,2,0.01019789,3,0.43651477,22,22,0,695.38416,2024.37512,189.92413,-695.38416,
0,0.68713665,2,0.01019789,3,0.43651477,22,22,0,687.13666,2025.47546,190.43379,-687.13666,
0,0.6790061,2,0.01019789,3,0.43651477,22,22,0,679.0061,2026.92932,190.58748,-679.0061,
0,0.67116624,2,0.01019789,3,0.43651477,22,22,0,671.16626,2029.04016,190.45445,-671.1662,
0,0.66370577,2,0.01019789,3,0.43651477,22,22,0,663.70575,2031.948,190.09808,-663.70575,
0,0.65653479,2,0.01019789,3,0.43651477,22,22,0,656.53479,2035.54858,189.48317,-656.53479,
0,0.64964253,2,0.01019789,3,0.43651477,22,22,0,649.64252,2039.66956,188.70378,-649.64252,
0,0.64304495,2,0.01019789,3,0.43651477,22,22,0,643.04492,2044.18005,187.85997,-643.04492,
0,0.63676423,2,0.01019789,3,0.43651477,22,22,0,636.76422,2049.02368,187.01447,-636.76422,
0,0.63082349,2,0.01019789,3,0.43651477,22,22,0,630.82349,2054.17969,186.20834,-630.82349,
0,0.62524313,2,0.01019789,3,0.43651477,22,22,0,625.2431,2059.64233,185.46837,-625.2431,
0,0.6200394,2,0.01019789,3,0.43651477,22,22,0,620.03943,2065.4082,184.81183,-620.03937,
0,0.61522526,2,0.01019789,3,0.43651477,22,22,0,615.22528,2071.46753,184.25203,-615.22522,
0,0.61081111,2,0.01019789,3,0.43651477,22,22,0,610.8111,2077.80396,183.79935,-610.8111,
0,0.6068058,2,0.01019789,3,0.43651477,22,22,0,606.80579,2084.39795,183.461,-606.80579,
0,0.60321736,2,0.01019789,3,0.43651477,22,22,0,603.21735,2091.22754,183.24171,-603.21735,
0,0.60005367,2,0.01019789,3,0.43651477,22,22,0,600.05365,2098.27026,183.14392,-600.05365,
0,0.59732205,2,0.01019789,3,0.43651477,22,22,0,597.32202,2105.50293,183.16786,-597.32202,
0,0.59502983,2,0.01019789,3,0.43651477,22,22,0,595.02985,2112.90161,183.31265,-595.02979,
0,0.59318393,2,0.01019789,3,0.43651477,22,22,0,593.18396,2120.44141,183.57626,-593.1839,
0,0.59179109,2,0.01019789,3,0.43651477,22,22,0,591.79108,2128.0979,183.95546,-591.79108,
0,0.59085697,2,0.01019789,3,0.43651477,22,22,0,590.85699,2135.84521,184.44647,-590.85693,
0,0.59038645,2,0.01019789,3,0.43651477,22,22,0,590.38647,2143.65674,185.04536,-590.38641,
0,0.59038401,2,0.01019789,3,0.43651477,22,22,0,590.38403,2151.50562,185.74782,-590.38397,
0,0.59085274,2,0.01019789,3,0.43651477,22,22,0,590.85272,2159.36426,186.54941,-590.85272,
0,0.59179467,2,0.01019789,3,0.43651477,22,22,0,591.79468,2167.20435,187.446,-591.79462,
0,0.5932104,2,0.01019789,3,0.43651477,22,22,0,593.21039,2174.99683,188.4333,-593.21039,
0,0.5950985,2,0.01019789,3,0.43651477,22,22,0,595.09851,2182.71216,189.50711,-595.09845,
0,0.59745622,2,0.01019789,3,0.43651477,22,22,0,597.45624,2190.32104,190.66312,-597.45618,
0,0.60027844,2,0.01019789,3,0.43651477,22,22,0,600.27844,2197.79321,191.89761,-600.27844,
0,0.6035589,2,0.01019789,3,0.43651477,22,22,0,603.5589,2205.09937,193.20654,-603.5589,
0,0.6072886,2,0.01019789,3,0.43651477,22,22,0,607.28857,2212.20947,194.58621,-607.28857,
0,0.61145627,2,0.01019789,3,0.43651477,22,22,0,611.4563,2219.09375,196.03345,-611.45624,
0,0.61604929,2,0.01019789,3,0.43651477,22,22,0,616.04932,2225.72339,197.54462,-616.04926,
0,0.62105185,2,0.01019789,3,0.43651477,22,22,0,621.05182,2232.07007,199.11682,-621.05182,
0,0.62644732,2,0.01019789,3,0.43651477,22,22,0,626.44733,2238.1062,200.74709,-626.44733,
0,0.63221651,2,0.01019789,3,0.43651477,22,22,0,632.21649,2243.80518,202.43263,-632.21649,
0,0.63833833,2,0.01019789,3,0.43651477,22,22,0,638.33832,2249.14209,204.17081,-638.33832,
0,0.64479005,2,0.01019789,3,0.43651477,22,22,0,644.79004,2254.09326,205.95869,-644.79004,
0,0.65154672,2,0.01019789,3,0.43651477,22,22,0,651.54669,2258.63623,207.79408,-651.54669,
0,0.65863985,2,0.01019789,3,0.43651477,22,22,0,658.63983,2262.9165,209.44975,-658.63983,
0,0.66540444,2,0.01019789,3,0.43651477,22,22,0,665.40442,2267.66919,210.4155,-665.40442,
0,0.67179447,2,0.01019789,3,0.43651477,22,22,0,671.79449,2272.79419,210.88406,-671.79443,
0,0.67770344,2,0.01019789,3,0.43651477,22,22,0,677.70343,2278.34863,210.90633,-677.70343,
0,0.68305463,2,0.01019789,3,0.43651477,22,22,0,683.05463,2284.38159,210.53699,-683.05463,
0,0.68794703,2,0.01019789,3,0.43651477,22,22,0,687.94702,2290.82251,209.81714,-687.94702,
0,0.69243526,2,0.01019789,3,0.43651477,22,22,0,692.43524,2297.53467,208.88165,-692.43524,
0,0.69653219,2,0.01019789,3,0.43651477,22,22,0,696.53217,2304.43115,207.8342,-696.53217,
0,0.70022506,2,0.01019789,3,0.43651477,22,22,0,700.22504,2311.47461,206.73758,-700.22504,
0,0.70349193,2,0.01019789,3,0.43651477,22,22,0,703.49194,2318.64771,205.63489,-703.49188,
0,0.70631033,2,0.01019789,3,0.43651477,22,22,0,706.3103,2325.93848,204.55969,-706.3103,
0,0.7086634,2,0.01019789,3,0.43651477,22,22,0,708.66339,2333.33081,203.54347,-708.66339,
0,0.7105366,2,0.01019789,3,0.43651477,22,22,0,710.53662,2340.81348,202.60786,-710.53656,
0,0.71192157,2,0.01019789,3,0.43651477,22,22,0,711.92157,2348.37256,201.7688,-711.92157,
0,0.71281654,2,0.01019789,3,0.43651477,22,22,0,712.81653,2355.9895,201.03883,-712.81653,
0,0.71322346,2,0.01019789,3,0.43651477,22,22,0,713.22345,2363.64307,200.42714,-713.22345,
0,0.71314669,2,0.01019789,3,0.43651477,22,22,0,713.14667,2371.31006,199.94005,-713.14667,
0,0.71259177,2,0.01019789,3,0.43651477,22,22,0,712.5918,2378.9668,199.58105,-712.59174,
0,0.71156472,2,0.01019789,3,0.43651477,22,22,0,711.5647,2386.58911,199.35136,-711.5647,
0,0.7100718,2,0.01019789,3,0.43651477,22,22,0,710.07178,2394.15259,199.25069,-710.07178,
0,0.70811957,2,0.01019789,3,0.43651477,22,22,0,708.11957,2401.63281,199.27702,-708.11957,
0,0.70571518,2,0.01019789,3,0.43651477,22,22,0,705.71521,2409.00488,199.4277,-705.71515,
0,0.70286596,2,0.01019789,3,0.43651477,22,22,0,702.86597,2416.24365,199.69926,-702.86591,
0,0.69957989,2,0.01019789,3,0.43651477,22,22,0,699.5799,2423.32422,200.08759,-699.57983,
0,0.69586623,2,0.01019789,3,0.43651477,22,22,0,695.86621,2430.22119,200.58809,-695.86621,
0,0.69173574,2,0.01019789,3,0.43651477,22,22,0,691.73572,2436.90894,201.19646,-691.73572,
0,0.68719941,2,0.01019789,3,0.43651477,22,22,0,687.1994,2443.36206,201.90823,-687.1994,
0,0.68226999,2,0.01019789,3,0.43651477,22,22,0,682.27002,2449.55566,202.71857,-682.26996,
0,0.67696238,2,0.01019789,3,0.43651477,22,22,0,676.9624,2455.46436,203.62325,-676.96234,
0,0.67129272,2,0.01019789,3,0.43651477,22,22,0,671.29272,2461.06348,204.61815,-671.29266,
0,0.66527784,2,0.01019789,3,0.43651477,22,22,0,665.27783,2466.3291,205.69891,-665.27777,
0,0.65893716,2,0.01019789,3,0.43651477,22,22,0,658.93713,2471.23828,206.86127,-658.93713,
0,0.65229231,2,0.01019789,3,0.43651477,22,22,0,652.2923,2475.7688,208.1013,-652.2923,
0,0.64536643,2,0.01019789,3,0.43651477,22,22,0,645.36646,2479.89966,209.41534,-645.36639,
0,0.6381833,2,0.01019789,3,0.43651477,22,22,0,638.18329,2483.61133,210.79959,-638.18323,
0,0.63076955,2,0.01019789,3,0.43651477,22,22,0,630.76953,2486.88574,212.25096,-630.76953,
0,0.62315243,2,0.01019789,3,0.43651477,22,22,0,623.1524,2489.70581,213.76639,-623.1524,
0,0.61536062,2,0.01019789,3,0.43651477,22,22,0,615.3606,2492.05713,215.34279,-615.3606,
0,0.60742426,2,0.01019789,3,0.43651477,22,22,0,607.42426,2493.92651,216.97734,-607.42419,
0,0.59934342,2,0.01019789,3,0.43651477,22,22,0,599.34344,2495.37866,218.5648,-599.34338,
0,0.59117454,2,0.01019789,3,0.43651477,22,22,0,591.17456,2496.6084,219.94087,-591.1745,
0,0.58296657,2,0.01019789,3,0.43651477,22,22,0,582.96655,2497.86963,220.9296,-582.96649,
